Zone-1-X,Zone-1-Y,Zone-2-X,Zone-2-Y,Zone-3-X,Zone-3-Y,Sonda-1-X,Sonda-1-Y,Sonda-2-X,Sonda-2-Y
1.267325329562503,191.19350798455272,1.267325329562503,220.36256653793964,1.267325329562503,248.3476411648053,1.7502318259256882,60.47091900636673,1.9916850741072771,57.241871934036055
3.198951315015236,191.13969053334722,3.198951315015236,221.33128065963882,3.198951315015236,248.45527606721632,3.440404563196825,61.95986848971921,2.9574980668336437,59.71747468948956
5.130577300467962,190.38624621647006,5.130577300467962,220.7392886963782,5.130577300467962,249.3163552865045,5.130577300467962,63.53851372508083,4.647670804104784,62.03162509132653
7.062203285920695,190.92442072852515,7.062203285920695,220.2549316355286,7.062203285920695,249.3163552865045,6.820750037739103,65.33242876526452,6.337843541375925,63.53851372508083
8.993829271373428,191.19350798455272,8.993829271373428,220.36256653793964,8.993829271373428,249.69307744494307,8.966318234610917,66.26865671641787,7.786563030465473,65.33242876526452
10.925455256826154,190.6015160212921,10.925455256826154,220.14729673311757,10.925455256826154,250.1774345057927,10.684002008644569,68.63323243920254,9.476735767736606,66.55229099258946
12.857081242278888,191.0858730821417,12.857081242278888,221.2236457572278,12.857081242278888,249.58544254253206,11.649815001370932,69.56606826009806,11.166908505007747,68.20269282955846
14.78870722773162,191.19350798455272,14.78870722773162,221.38509811084435,14.78870722773162,250.06979960338165,12.938443670150981,71.38398914518314,12.454659161976238,69.85309466652743
16.720333213184347,190.97823817973068,16.720333213184347,221.49273301325536,16.720333213184347,249.96216470097062,14.703832752613238,72.17096336499318,13.82289423500525,71.772583759524
18.65195919863708,190.38624621647006,18.65195919863708,221.06219340361127,18.65195919863708,249.69307744494307,16.23742671682117,74.40963886859404,15.754520220457984,72.90275023483974
20.583585184089813,191.0858730821417,20.583585184089813,220.0934792819121,20.583585184089813,249.96216470097062,16.96178646136594,75.5936227951153,17.203239709547532,74.94781338064917
22.51521116954254,190.7629683749086,22.51521116954254,221.06219340361127,22.51521116954254,249.47780764012103,19.376318943181857,76.52645861601079,18.410505950455487,76.59821521761816
24.446837154995272,190.92442072852515,24.446837154995272,221.27746320843332,24.446837154995272,249.69307744494307,21.76538908246225,78.86024423337852,20.100678687726628,77.74632084333572
26.378463140448005,191.13969053334722,26.378463140448005,220.14729673311757,26.378463140448005,248.45527606721632,24.929743651358457,80.81391556204983,22.03230467317936,79.03793967226798
28.31008912590073,190.5476985700866,28.31008912590073,220.36256653793964,28.31008912590073,248.13237135998327,26.378463140448005,82.37462164700966,23.963930658632087,80.97536791566637
30.241715111353464,190.38624621647006,30.241715111353464,220.7392886963782,30.241715111353464,248.99345057927144,27.34427613317437,83.989145183175,25.412650147721635,82.37462164700966
32.1733410968062,190.33242876526452,32.1733410968062,220.03966183070656,32.1733410968062,249.3163552865045,28.551542374082324,85.639547020144,26.378463140448005,83.989145183175
34.10496708225892,190.5476985700866,34.10496708225892,219.98584437950106,34.10496708225892,248.7243633232439,30.241715111353464,86.78765264586156,27.424760549234904,85.78306022335866
